1	但是我不能去參加，因為我有一點事情阿！	但是我不能去參加，因為我有一點事情啊！
1	聽起來是一份很好的公司。又意思又很多錢。	聽起來是一份很好的公司。有意思又很多錢。
1	因為我下個禮拜有很重要的考試，所以得要好好地復習。	因為我下個禮拜有很重要的考試，所以得要好好地複習。
2	敬祝身體建慷。	敬祝身體健康。
1	我很高興聽說你已經找到了工作。我真恭喜妳阿。	我很高興聽說你已經找到了工作。我真恭喜妳啊。
2	聽說你準備開一個祝會，那天我不能跟你參加。我很抱見阿。	聽說你準備開一個祝會，那天我不能跟你參加。我很抱歉啊。
1	我知道，你很久以前找工作很幸苦。	我知道，你很久以前找工作很辛苦。
1	我很想參家你的舞會因為你的舞會總是很好玩。	我很想參加你的舞會因為你的舞會總是很好玩。
1	我下個星期非常忙所以我不能參家你的舞會。	我下個星期非常忙所以我不能參加你的舞會。
1	我下個星期天我媽媽回來台灣。	我下個星期天我媽媽會來台灣。
1	因為我不能參家你的舞會所以我要請你跟我去吃晚飯再看電影。	因為我不能參加你的舞會所以我要請你跟我去吃晚飯再看電影。
1	你的家人的生體好？	你的家人的身體好？
1	你小的時候總視看了這個雜誌，所以我很高興你可能找到這個工作！	你小的時候總是看了這個雜誌，所以我很高興你可能找到這個工作！
1	我希望可能參加你的晚會，可是他的生體真的不太好！	我希望可能參加你的晚會，可是他的身體真的不太好！
1	對不起，我不能參加你開的慶祝會，因為我有事情。但是我一定送給你一把很大的化。	對不起，我不能參加你開的慶祝會，因為我有事情。但是我一定送給你一把很大的花。
1	出你：萬事如意，身體健康。	祝你：萬事如意，身體健康。
1	我覺得你高心得不得了。	我覺得你高興得不得了。
1	你找到你最喜歡的工作，我也很高心。	你找到你最喜歡的工作，我也很高興。
3	我要先說你恭喜的話，應為我者到現在很難找到工作，所以很棒。	我要先說你恭喜的話，因為我知道現在很難找到工作，所以很棒。
2	我真的洗碗我可以去看你。	我真的希望我可以去看你。
2	我媽媽病了，我爸爸過世了，妹妹跟她的男朋友防守了。	我媽媽病了，我爸爸過世了，妹妹跟她的男朋友分手了。
1	張愛文和林美美不能一起去那理。	張愛文和林美美不能一起去那裡。
1	我下了課以後，就根她坐公共汽車一起回家。	我下了課以後，就跟她坐公共汽車一起回家。
1	周末的時候，我常常跟他一起去看電影。	週末的時候，我常常跟他一起去看電影。
2	昨天他寫很多公克，所以今天他很累。	昨天他寫很多功課，所以今天他很累。
1	看電影以前，張愛文想根林美美去吃飯。	看電影以前，張愛文想跟林美美去吃飯。
1	今天我跟美美一起去看一前她要看的電影。	今天我跟美美一起去看以前她要看的電影。
1	在學校林美美的傍邊的位子是張愛文。	在學校林美美的旁邊的位子是張愛文。
1	上課的時候，張愛文問林美美下個以後要不要跟他一起去看電影。	上課的時候，張愛文問林美美下課以後要不要跟他一起去看電影。
1	他是很用功的人，所以很總明。	他是很用功的人，所以很聰明。
1	今天在上課學到最難得課，我跟別的同學也覺得本來是這樣，我的同學不太懂，正好我昨天剛才念這個問題，所以把他不懂的問題再教給他。	今天在上課學到最難的課，我跟別的同學也覺得本來是這樣，我的同學不太懂，正好我昨天剛才念這個問題，所以把他不懂的問題再教給他。
1	下公車的時候，時間快到了，我們只好買吃的東西在馬上去電影院。	下公車的時候，時間快到了，我們只好買吃的東西再馬上去電影院。
1	要是我們上課的時候說話，我的老師說對我們：「建在不必說話！」	要是我們上課的時候說話，我的老師說對我們：「現在不必說話！」
1	下了課我昨天在學校的門口事等我女朋友的，她叫美美。	下了課我昨天在學校的門口是等我女朋友的，她叫美美。
1	電影叫「ＷＡＬＬ－Ｅ」，我覺得是很客愛的電影。	電影叫「ＷＡＬＬ－Ｅ」，我覺得是很可愛的電影。
1	第一個象片兒：這個男人剛起床。	第一個相片兒：這個男人剛起床。
1	也雪今天他上課，還是他上班，我不知道。	也許今天他上課，還是他上班，我不知道。
1	他的床很小，是藍的也是錄的。	他的床很小，是藍的也是綠的。
1	第二個象片兒：四個學生都在教室。	第二個相片兒：四個學生都在教室。
1	第三個象片兒：兩個人都坐公共汽車還是昨坐火車。	第三個相片兒：兩個人都坐公共汽車還是昨坐火車。
1	象片兒裡面有三張椅子。	相片兒裡面有三張椅子。
2	第四個象片兒：兩個人都看點影。	第四個相片兒：兩個人都看電影。
3	我覺得這些人也在第二個象片兒，也在第三個象片兒。這個男人也在第一個象片兒。這兩人是朋友。	我覺得這些人也在第二個相片兒，也在第三個相片兒。這個男人也在第一個相片兒。這兩人是朋友。
1	我綱來學校的時候，林美美請我幫她做她的功課。	我剛來學校的時候，林美美請我幫她做她的功課。
1	下午四點，我跟林小姐去車站，讓後坐車到西門去看電影。	下午四點，我跟林小姐去車站，然後坐車到西門去看電影。
1	她告訴愛文：如果他在晚上喝酒他的生體一定不太好。	她告訴愛文：如果他在晚上喝酒他的身體一定不太好。
1	你的爸爸真得是壞人！他應該不讓你喝酒！	你的爸爸真的是壞人！他應該不讓你喝酒！
1	她提以他們五點晚上去電影院看一個新電影．	她提議他們五點晚上去電影院看一個新電影．
2	因為大的家裡學校很遠，所以他要早一點起來。	因為他的家離學校很遠，所以他要早一點起來。
1	他從是坐公車去學校。	他總是坐公車去學校。
2	他們看很有處的電影，因為大看著看著笑起來了。	他們看很有趣的電影，因為他看著看著笑起來了。
1	我最喜歡的課目是數學。	我最喜歡的科目是數學。
2	到了學校一後，他跟他的同學一起上數學科。	到了學校以後，他跟他的同學一起上數學課。
1	他們要看得是美國電影。他們覺得很好看，所以他們看完了以後決定一定要買這個電影的ＤＶＤ了。	他們要看的是美國電影。他們覺得很好看，所以他們看完了以後決定一定要買這個電影的ＤＶＤ了。
1	他們一起很興奮得聊聊天，都不關心老師說的話。	他們一起很興奮地聊聊天，都不關心老師說的話。
1	所以愛文跟美美找一找控的時間，今天才來很大的電影院。	所以愛文跟美美找一找空的時間，今天才來很大的電影院。
1	電影真的不錯，可是美美睡了半個小時，所以內容懂不清楚。	電影真的不錯，可是美美睡了半個小時，所以內容都不清楚。
1	老師就給他兩張電影票，要他請一個朋友誼起去看。	老師就給他兩張電影票，要他請一個朋友一起去看。
1	因為她也想看這部電影，所以她馬上就回答我：「好啊，我也想看這部電影。」我們下了課就打公車去西門町。	因為她也想看這部電影，所以她馬上就回答我：「好啊，我也想看這部電影。」我們下了課就搭公車去西門町。
1	買了票就近去看電影，看完了我們都覺得這部電影很好看也很好笑，我們很喜歡。	買了票就進去看電影，看完了我們都覺得這部電影很好看也很好笑，我們很喜歡。
1	因為我們看電影看到很晚，女生一個人回家不太好，所以我去送林美妹回家我才回家。	因為我們看電影看到很晚，女生一個人回家不太好，所以我去送林美美回家我才回家。
1	下了課以後，他跟文美常常見面。應為文美是他的好朋友。	下了課以後，他跟文美常常見面。因為文美是他的好朋友。
1	他們都很喜歡看唷意思的電影。	他們都很喜歡看有意思的電影。
1	我從日本會把一個禮物買從給你。	我從日本會把一個禮物買送給你。
1	本來我打算去你的公司蔘加，可是後來我的家有問題，所以我不能去了。	本來我打算去你的公司參加，可是後來我的家有問題，所以我不能去了。
1	所以恐怕我不能參加你的怕對，對不起啊！	所以恐怕我不能參加你的派對，對不起啊！
1	可是下個禮拜如果你有空我想再開一個好把？	可是下個禮拜如果你有空我想再開一個好吧？
1	我媽媽傷病了所以我得去看他。	我媽媽生病了所以我得去看他。
1	恭喜恭喜！你找到工作，我門也很高興。	恭喜恭喜！你找到工作，我們也很高興。
2	我知道了，以前你沒工作的時候興起不好。	我知道了，以前你沒工作的時候心情不好。
1	我聽說你要開一個慶祝慶祝地會，可是那天我有一件很重要的事情一定不能參加。	我聽說你要開一個慶祝慶祝的會，可是那天我有一件很重要的事情一定不能參加。
1	下個星期我想你跟我一起去一家非常有名的飯店，如果我們在飯店外面吃，我們可以看到一個漂漂亮亮地風景。	下個星期我想你跟我一起去一家非常有名的飯店，如果我們在飯店外面吃，我們可以看到一個漂漂亮亮的風景。
1	我考完試以後、再慶祝一次把！	我考完試以後、再慶祝一次吧！
1	要是你有空，我們找的時間聊吧！	要是你有空，我們找個時間聊吧！
1	因為慶祝會那天是我媽媽的生日。我要去鄉下間媽媽。	因為慶祝會那天是我媽媽的生日。我要去鄉下見媽媽。
2	我就要參家你的會，可是那個天我跟我的媽媽和爸爸要去美因看見我的弟弟。	我就要參加你的會，可是那個天我跟我的媽媽和爸爸要去美國看見我的弟弟。
3	我門打篹很久要去看他，所以我不可能參家你的會。	我們打算很久要去看他，所以我不可能參加你的會。
4	你請我去你的無會以前，我原來要去跟你們靜祝靜竹，一定很好玩。	你請我去你的舞會以前，我原來要去跟你們慶祝慶祝，一定很好玩。
1	因為我不能，所以我準備小禮物，解我的朋友送給你。希望你喜歡。	因為我不能，所以我準備小禮物，請我的朋友送給你。希望你喜歡。
1	你的日字都好嗎？我很高興你找到了工作啊！	你的日子都好嗎？我很高興你找到了工作啊！
1	我但然去了看醫生，他說沒什麼關係，我只需要休息一下。	我當然去了看醫生，他說沒什麼關係，我只需要休息一下。
1	妳的朋友，障愛文。	妳的朋友，張愛文。
1	我本來想要跟你一起去，可是最近我想得起來我應該做一件很重要事，所以對不起我已定不能跟你一起去。	我本來想要跟你一起去，可是最近我想得起來我應該做一件很重要事，所以對不起我一定不能跟你一起去。
1	我知道有的我們的我們的朋友可以跟你一起去，我可以幫你問他們澳是他們有空跟你一起去你要工作的地方。	我知道有的我們的我們的朋友可以跟你一起去，我可以幫你問他們要是他們有空跟你一起去你要工作的地方。
1	我很願意參加可是慶祝會的時候我們的公司有一個重要的是。	我很願意參加可是慶祝會的時候我們的公司有一個重要的事。
